participantId,trialId,trialOrder,responseId,status,percentComplete,instruction,responsePrompt,answer
"08561dda-a96d-4a38-aabb-a00d4ff55819","Blue 2","3","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","85"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Blue 1","4","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","40"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Green 4","5","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","45"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Green 2","6","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","50"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Green 1","7","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","95"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Blue 3","8","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","30"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Blue 4","9","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","50"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Red 1","10","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","30"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Red 4","11","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","40"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Red 2","12","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","25"
"08561dda-a96d-4a38-aabb-a00d4ff55819","Red 3","13","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","65"
"08561dda-a96d-4a38-aabb-a00d4ff55819","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No issues"
"08561dda-a96d-4a38-aabb-a00d4ff55819","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","All objects properly rendered"
"08561dda-a96d-4a38-aabb-a00d4ff55819","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No issues"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Blue 4","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Blue 3","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","65"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Blue 1","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Blue 2","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","11"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Green 1","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","10"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Green 2","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","33"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Green 3","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","23"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Red 3","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","69"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Red 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","27"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Red 2","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","48"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","Red 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"0a32c6bf-3243-4114-a58f-906f70ffaf24","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Red 4","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","72"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Blue 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Blue 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","95"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Blue 4","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Red 2","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","45"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Blue 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Green 2","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Green 1","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","85"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Red 1","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Red 3","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","45"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Green 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","75"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","Green 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"0bf02de6-c17f-4a11-b3b7-13d1485359a1","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"0c5204b6-8bed-4021-9df3-c1d305081568","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Red 3","2","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","25"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Red 4","3","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","58"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Red 1","5","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","12"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Green 1","6","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","5"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Green 2","7","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","56"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Blue 1","8","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","34"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Blue 2","9","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","10"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Blue 4","10","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","67"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Green 4","11","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","72"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Green 3","12","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","84"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","Blue 3","13","html-response","completed","86.67","What percentage is the lighter value relative to the darker one?","Answer:","64"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","survey","14","surveyExperience","completed","86.67","undefined","Did you experience any problems with our tool?","no"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","survey","14","surveyRenderIssues","completed","86.67","undefined","Did anything not render or display properly?","no"
"17caec07-5cf0-4cfa-ab85-035b3f21be52","survey","14","surveyOtherIssues","completed","86.67","undefined","Any other issues or anything you would like to tell us?","A little confusing how assigning percentages work"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Blue 3","2","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","50"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Blue 2","3","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","5"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Blue 1","4","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","80"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Green 4","5","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","40"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Blue 4","6","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","80"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Green 1","7","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","100"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Green 3","8","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","95"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Green 2","9","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","50"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Red 3","10","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","40"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Red 2","11","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","60"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Red 1","12","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","60"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","Red 4","13","html-response","completed","100.00","What is the difference in shade of the two dots marked with black?","Answer:","35"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"1ab60cbb-c9b8-49ab-aff0-713e76001a53","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"1bd0aea3-68b1-4a3e-b9c0-8a4785a48be6","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"1faf4481-95a9-49d5-9b07-54879d9a2139","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Green 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Blue 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Blue 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Blue 3","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Blue 4","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Green 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","65"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Green 1","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","70"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Red 2","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Red 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Red 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","15"
"1faf4481-95a9-49d5-9b07-54879d9a2139","Red 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"1faf4481-95a9-49d5-9b07-54879d9a2139","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"1faf4481-95a9-49d5-9b07-54879d9a2139","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"1faf4481-95a9-49d5-9b07-54879d9a2139","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No"
"20c861b6-8f73-4924-b8c1-4cb27cb5a89e","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"2c579d95-ef53-44bf-91bc-d76059b78665","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"2c579d95-ef53-44bf-91bc-d76059b78665","Red 3","2","html-response","in progress","26.67","What percentage is the lighter value relative to the darker one?","Answer:","50"
"2c579d95-ef53-44bf-91bc-d76059b78665","Red 1","3","html-response","in progress","26.67","What percentage is the lighter value relative to the darker one?","Answer:","50"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Blue 3","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Green 2","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Green 4","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Green 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Green 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Blue 1","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Blue 2","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Blue 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Red 3","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Red 1","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Red 2","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","Red 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"32f4cf04-e765-41bd-8fbf-57e13ef49847","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Blue 1","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","43"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Red 1","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","52"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Red 2","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","17"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Red 4","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","29"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Red 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","16"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Blue 3","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","8"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Blue 4","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","31"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Green 3","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","64"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Green 1","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","71"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Green 4","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","29"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Green 2","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","17"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","Blue 2","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","73"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","no"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","no"
"35ca7b7f-2531-4034-8110-5c5bfbb5c95e","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","no"
"3cdaf584-f7a6-433f-ac88-e623c552abd8","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"56e53f67-3868-4c05-a327-5c7541666000","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"572bb025-7d81-4881-ae81-13360a4eaecb","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"57fb0761-13db-41fa-a2ef-8e208648719a","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Blue 2","2","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","80"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Blue 1","3","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","20"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Blue 3","4","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","10"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Blue 4","5","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","30"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Green 2","6","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","20"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Green 3","7","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","50"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Green 4","8","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","20"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Green 1","9","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","70"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Red 1","10","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","70"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Red 4","11","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","20"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Red 2","12","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","40"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","Red 3","13","html-response","completed","93.33","What percentage is the lighter value relative to the darker one?","Answer:","20"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","survey","14","surveyExperience","completed","93.33","undefined","Did you experience any problems with our tool?","none"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","survey","14","surveyRenderIssues","completed","93.33","undefined","Did anything not render or display properly?","no"
"652a7461-3328-4bed-bf46-f8a94ec3ee30","survey","14","surveyOtherIssues","completed","93.33","undefined","Any other issues or anything you would like to tell us?","none"
"6d84917b-8286-4707-888d-f73f81b18c66","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"6d84917b-8286-4707-888d-f73f81b18c66","Blue 2","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","5"
"6d84917b-8286-4707-888d-f73f81b18c66","Blue 4","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"6d84917b-8286-4707-888d-f73f81b18c66","Red 3","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"6d84917b-8286-4707-888d-f73f81b18c66","Red 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","10"
"6d84917b-8286-4707-888d-f73f81b18c66","Blue 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","50"
"6d84917b-8286-4707-888d-f73f81b18c66","Red 2","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","40"
"6d84917b-8286-4707-888d-f73f81b18c66","Green 1","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"6d84917b-8286-4707-888d-f73f81b18c66","Red 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"6d84917b-8286-4707-888d-f73f81b18c66","Blue 1","10","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","55"
"6d84917b-8286-4707-888d-f73f81b18c66","Green 2","11","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","60"
"6d84917b-8286-4707-888d-f73f81b18c66","Green 3","12","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","30"
"6d84917b-8286-4707-888d-f73f81b18c66","Green 4","13","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
"6d84917b-8286-4707-888d-f73f81b18c66","survey","14","surveyExperience","completed","100.00","undefined","Did you experience any problems with our tool?","No"
"6d84917b-8286-4707-888d-f73f81b18c66","survey","14","surveyRenderIssues","completed","100.00","undefined","Did anything not render or display properly?","No"
"6d84917b-8286-4707-888d-f73f81b18c66","survey","14","surveyOtherIssues","completed","100.00","undefined","Any other issues or anything you would like to tell us?","No"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Blue 3","2","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","20"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Blue 2","3","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","80"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Blue 4","4","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","35"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Blue 1","5","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","90"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Green 3","6","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","85"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Green 2","7","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","75"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Green 1","8","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","55"
"6fd2223c-ed3f-4cf6-9501-c6685cf52035","Green 4","9","html-response","completed","100.00","What percentage is the lighter value relative to the darker one?","Answer:","25"
